ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDLCPO25N000092089,장소,문화시설,22243021,CU,부산G7점,,90704,CU,2.61701e+18,부산광역시,동구,초량동,,1266,2617010100,2617053000,261702000000.0,충장대로,160,129.0459598,35.1164797,마라408812,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092109,장소,문화시설,22243084,CU,미남타운점,,90704,CU,2.62601e+18,부산광역시,동래구,온천동,,1425-16,2626010800,2626057000,262604000000.0,미남로132번길,13,129.070375,35.2060465,마라429912,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092134,장소,문화시설,22245409,세븐일레븐,울산신정드림점,,90701,세븐일레븐,3.11401e+18,울산광역시,남구,신정동,,657-4,3114010400,3114052000,311404000000.0,삼산로55번길,20,129.3132788,35.5357276,마마643281,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092145,장소,문화시설,22246559,세븐일레븐,울산수암드림점,,90701,세븐일레븐,3.11401e+18,울산광역시,남구,야음동,,710-19,3114010800,3114063500,311404000000.0,수암로116번길,57,129.3203718,35.5235764,마마650268,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092165,장소,문화시설,22248049,CU,가야공원점,,90704,CU,2.62301e+18,부산광역시,부산진구,가야동,,478,2623011000,2623072000,262303000000.0,엄광로,143,129.0306856,35.1476898,마라394846,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092166,장소,문화시설,22248051,CU,뉴방어한솔점,,90704,CU,3.11701e+18,울산광역시,동구,방어동,,1000-1,3117010100,3117051000,311704000000.0,꽃바위4길,28,129.4132441,35.4813863,마마735222,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092171,장소,문화시설,22248058,CU,개금주공점,,90704,CU,2.62301e+18,부산광역시,부산진구,개금동,,Feb-53,2623011100,2623076000,262304000000.0,백양대로208번길,23,129.0269488,35.159208,마라390859,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092173,장소,문화시설,22248224,CU,뉴여천공단점,,90704,CU,3.11401e+18,울산광역시,남구,여천동,,1469,3114010700,3114067000,311403000000.0,여천로,210,129.3559687,35.5281777,마마682273,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092174,장소,문화시설,22248227,CU,증산동원비스타점,,90704,CU,4.83303e+18,경상남도,양산시,물금읍,가촌리,1285,4833025323,4833025300,483303000000.0,백호로,155,129.0093598,35.3127352,마마372029,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092185,장소,문화시설,22248247,CU,뉴남산두실로점,,90704,CU,2.64101e+18,부산광역시,금정구,남산동,,998-10,2641010400,2641067000,264104000000.0,금강로633번길,49,129.0868169,35.2631853,마라443975,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092195,장소,문화시설,22248265,CU,영도에뜰태양점,,90704,CU,2.62001e+18,부산광역시,영도구,봉래동4가,,343,2620011800,2620060500,262003000000.0,태종로,172,129.04767,35.0937533,마라410787,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092202,장소,문화시설,22248292,CU,사천카이중앙점,,90704,CU,4.82403e+18,경상남도,사천시,사남면,유천리,806,4824032024,4824032000,482403000000.0,공단1로,78,128.0624927,35.0714745,라라512752,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092206,장소,문화시설,22248305,CU,거창정장산업단지점,,90704,CU,4.88803e+18,경상남도,거창군,거창읍,정장리,Jul-95,4888025028,4888025000,488803000000.0,밤티재로,1281,127.9310509,35.6695176,라마390415,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092208,장소,문화시설,22248310,CU,창원중앙오피스점,,90704,CU,4.81231e+18,경상남도,창원시성산구,중앙동,,Jan-88,4812312500,4812352000,481235000000.0,용지로127번길,03월 01일,128.6792173,35.2270766,마라073930,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092209,장소,문화시설,22248310,CU,창원중앙오피스점,,90704,CU,4.81231e+18,경상남도,창원시성산구,중앙동,,Jan-88,4812312500,4812352000,481235000000.0,용지로127번길,03월 01일,128.6792173,35.2270766,마라073930,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092214,장소,문화시설,22248364,CU,문현경동리인점,,90704,CU,2.62901e+18,부산광역시,남구,문현동,,1244,2629010900,2629070000,262903000000.0,문현로,Jan-36,129.0739708,35.1409734,마라433839,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092220,장소,문화시설,22248372,CU,언양블루점,,90704,CU,3.17103e+18,울산광역시,울주군,언양읍,서부리,Jun-38,3171025331,3171025300,317104000000.0,헌양길,106,129.1210443,35.5654009,마마469311,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092223,장소,문화시설,22248379,CU,거제장평점,,90704,CU,4.83101e+18,경상남도,거제시,장평동,,321-1,4831010800,4831057000,483103000000.0,장평3로,46,128.6094033,34.8928504,마라013559,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092233,장소,문화시설,22248426,CU,부전스카이점,,90704,CU,2.62301e+18,부산광역시,부산진구,부전동,,266-7,2623010300,2623051000,262304000000.0,새싹로8번길,26,129.059655,35.1593734,마라420860,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092235,장소,문화시설,22248433,CU,김해상동IC점,,90704,CU,4.82504e+18,경상남도,김해시,상동면,대감리,08월 18일,4825036021,4825036000,482505000000.0,상동로685번길,3,128.9418613,35.3145103,마마310030,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092251,장소,문화시설,22248506,CU,울산병영베스트점,,90704,CU,3.11101e+18,울산광역시,중구,남외동,,486-5,3111011500,3111062000,311103000000.0,번영로,586,129.3458714,35.5687966,마마672318,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092263,장소,문화시설,22248536,CU,울산반구이편한세상점,,90704,CU,3.11101e+18,울산광역시,중구,반구동,,687-2,3111011800,3111052000,311104000000.0,반구정12길,61,129.3476116,35.5567717,마마674305,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092289,장소,문화시설,22250558,이마트24,무거신복점,,90710,이마트24,3.11401e+18,울산광역시,남구,무거동,,1542-6,3114010100,3114059500,311404000000.0,신복로72번길,28-45,129.2561991,35.5532958,마마591300,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092290,장소,문화시설,22250695,이마트24,송정블루캐슬점,,90710,이마트24,2.63501e+18,부산광역시,해운대구,송정동,,323-8,2635010800,2635056000,263504000000.0,송정중앙로36번길,70,129.2010859,35.1810128,마라548886,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092317,장소,문화시설,22253726,이마트24,동부현대점,,90710,이마트24,3.11701e+18,울산광역시,동구,동부동,,327-32,3117010700,3117060000,311703000000.0,동해안로,73,129.4305147,35.5433821,마마750292,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092339,장소,문화시설,22273354,세븐일레븐,부산신주례점,,90701,세븐일레븐,2.65301e+18,부산광역시,사상구,주례동,,43-13,2653010600,2653066000,265304000000.0,백양대로320번길,13,129.0161613,35.1545909,마라380854,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092360,장소,문화시설,22276577,세븐일레븐,사천진삼로점,,90701,세븐일레븐,4.82403e+18,경상남도,사천시,사남면,월성리,09월 03일,4824032025,4824032000,482403000000.0,진삼로,1271,128.0787106,35.0662585,라라527747,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092369,장소,문화시설,22277542,이마트24,창녕대지점,,90710,이마트24,4.87404e+18,경상남도,창녕군,대지면,왕산리,24,4874036022,4874036000,487403000000.0,억만미산로,43,128.4814612,35.5662765,라마889304,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092391,장소,문화시설,22282168,세븐일레븐,진주신안동신점,,90701,세븐일레븐,4.81701e+18,경상남도,진주시,신안동,,15-74,4817012500,4817071500,481705000000.0,신안로88번길,9,128.0715841,35.1859763,라라520880,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092417,장소,문화시설,22284771,세븐일레븐,부산범천이편한점,,90701,세븐일레븐,2.62301e+18,부산광역시,부산진구,범천동,,1194-1,2623010400,2623078000,262303000000.0,만리산로,110,129.049881,35.1497012,마라411849,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092419,장소,문화시설,22284799,세븐일레븐,부산가야한신점,,90701,세븐일레븐,2.62301e+18,부산광역시,부산진구,가야동,,82-17,2623011000,2623071000,262304000000.0,가야대로589번길,3,129.0363476,35.1550488,마라399855,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092422,장소,문화시설,22285125,세븐일레븐,양산플라워점,,90701,세븐일레븐,4.83301e+18,경상남도,양산시,중부동,,606-11,4833010300,4833051000,483303000000.0,서일동로,5,129.0359051,35.3389895,마마395059,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092599,장소,문화시설,22293668,이마트24,신정거마점,,90710,이마트24,3.11401e+18,울산광역시,남구,신정동,,1587-5,3114010400,3114051000,311404000000.0,거마로98번길,11,129.3011324,35.5395338,마마632285,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092609,장소,문화시설,22295502,세븐일레븐,거제라모타점,,90701,세븐일레븐,4.83104e+18,경상남도,거제시,사등면,창호리,319,4831036028,4831036000,483103000000.0,가조로,1025,128.5327238,34.9707921,라라942644,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092614,장소,문화시설,22295914,세븐일레븐,부산전자공고점,,90701,세븐일레븐,2.62601e+18,부산광역시,동래구,온천동,,345-101,2626010800,2626055000,262604000000.0,금강로59번길,38,129.0753124,35.2155417,마라433922,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092615,장소,문화시설,22296164,이마트24,빌리브울산점,,90710,이마트24,3.11101e+18,울산광역시,중구,학성동,,480,3111010100,3111051000,311103000000.0,구교로,59,129.3309706,35.5556541,마마659303,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092647,장소,문화시설,22299186,세븐일레븐,마산현동길점,,90701,세븐일레븐,4.81252e+18,경상남도,창원시마산합포구,현동,,275,4812515900,4812551000,481255000000.0,현동10길,16,128.5511719,35.1462637,라라957839,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092651,장소,문화시설,22299919,이마트24,거창송림원룸점,,90710,이마트24,4.88803e+18,경상남도,거창군,거창읍,송정리,1132-1,4888025026,4888025000,488805000000.0,송정9길,11월 04일,127.9070323,35.6812802,라마368428,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092654,장소,문화시설,22300141,이마트24,대연유엔점,,90710,이마트24,2.62901e+18,부산광역시,남구,대연동,,571-15,2629010600,2629053000,262904000000.0,유엔로201번길,22,129.0982569,35.1311126,마라456829,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092659,장소,문화시설,22300515,세븐일레븐,부산선수촌정문점,,90701,세븐일레븐,2.63501e+18,부산광역시,해운대구,반여동,,119-4,2635010300,2635057000,263504000000.0,선수촌로208번길,122,129.1311297,35.2126295,마라484920,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092663,장소,문화시설,22300971,이마트24,R미음구랑점,,90710,이마트24,2.64401e+18,부산광역시,강서구,구랑동,,1172-5,2644011300,2644056000,264403000000.0,미음산단로,137,128.8589315,35.136774,마라238832,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092672,장소,문화시설,22301349,이마트24,마산시청점,,90710,이마트24,4.81251e+18,경상남도,창원시마산합포구,중앙동3가,,01월 13일,4812514900,4812556500,481252000000.0,3.15대로,252,128.5676574,35.2006342,라라971900,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092689,장소,문화시설,22318377,GS25,거제원룸점,,90702,GS25,2.64701e+18,부산광역시,연제구,거제동,,747-33,2647010100,2647063000,264703000000.0,거제천로,17,129.0706558,35.1764151,마라430879,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092693,장소,문화시설,22318384,GS25,광안리중앙점,,90702,GS25,2.65001e+18,부산광역시,수영구,광안동,,197-19,2650010400,2650077000,265003000000.0,광안해변로,195,129.1168208,35.1517301,마라472852,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092694,장소,문화시설,22318385,GS25,광안수영점,,90702,GS25,2.65001e+18,부산광역시,수영구,광안동,,136-1,2650010400,2650077000,265004000000.0,광안로35번길,82,129.1170585,35.1591531,마라472860,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092702,장소,문화시설,22318405,GS25,남해바다전망점,,90702,GS25,4.88404e+18,경상남도,남해군,창선면,대벽리,Jan-86,4884039024,4884039000,488402000000.0,동부대로,2919,128.0287608,34.911503,라라483575,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092726,장소,문화시설,22318461,GS25,부산용호점,,90702,GS25,2.62901e+18,부산광역시,남구,용호동,,533-1,2629010700,2629060000,262904000000.0,용호로198번길,11,129.1104128,35.1146593,마라467811,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092730,장소,문화시설,22318470,GS25,사직스마일점,,90702,GS25,2.62601e+18,부산광역시,동래구,사직동,,Jan-43,2626010900,2626059000,262604000000.0,사직로70번길,76,129.057356,35.1986402,마라417903,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092733,장소,문화시설,22318480,GS25,서김해산단점,,90702,GS25,4.82501e+18,경상남도,김해시,풍유동,,1004-4,4825011100,4825056500,482503000000.0,서김해산단로,6,128.8439523,35.2101356,마라223913,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092736,장소,문화시설,22318488,GS25,송정해수욕장점,,90702,GS25,2.63501e+18,부산광역시,해운대구,송정동,,272-1,2635010800,2635056000,263503000000.0,송정해변로,08월 04일,129.2049903,35.1810943,마라552886,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092741,장소,문화시설,22318504,GS25,신라스테이서부산점,,90702,GS25,2.64401e+18,부산광역시,강서구,명지동,,Jan-95,2644010400,2644053500,264403000000.0,명지국제7로,38,128.9052371,35.096668,마라280788,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092753,장소,문화시설,22318545,GS25,용당현대점,,90702,GS25,2.62901e+18,부산광역시,남구,용당동,,Oct-99,2629010800,2629061000,262903000000.0,동명로,26,129.0992486,35.1177897,마라457814,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092758,장소,문화시설,22318557,GS25,울산대병원별관점,,90702,GS25,3.11701e+18,울산광역시,동구,서부동,,103-35,3117010800,3117059000,311703000000.0,대학병원로,30,129.4286499,35.5208094,마마748266,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092759,장소,문화시설,22318559,GS25,울산야음수암점,,90702,GS25,3.11401e+18,울산광역시,남구,야음동,,775,3114010800,3114063500,311404000000.0,야음로11번길,39,129.3198774,35.5244926,마마650269,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092763,장소,문화시설,22318570,GS25,장유경동점,,90702,GS25,4.82501e+18,경상남도,김해시,신문동,,1521,4825012700,4825061000,482505000000.0,장유로334번길,9,128.8160336,35.196238,마라198897,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092764,장소,문화시설,22318571,GS25,장유월산SK점,,90702,GS25,4.82501e+18,경상남도,김해시,부곡동,,806-9,4825012500,4825061000,482503000000.0,월산로,112-30,128.8035976,35.2057909,마라186908,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092781,장소,문화시설,22318605,GS25,화봉예가점,,90702,GS25,3.12001e+18,울산광역시,북구,화봉동,,1458,3120012500,3120057000,312003000000.0,화동로,10,129.3691559,35.5917511,마마693344,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092788,장소,문화시설,22318675,GS25,거제문동점,,90702,GS25,4.83101e+18,경상남도,거제시,문동동,,238,4831011100,4831059000,483103000000.0,거제중앙로,1509-13,128.64513,34.8578468,마라046520,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092789,장소,문화시설,22318676,GS25,거제아주로점,,90702,GS25,4.83101e+18,경상남도,거제시,아주동,,1673-11,4831010500,4831054000,483105000000.0,아주1로2길,100,128.6816812,34.8684505,마라080532,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092794,장소,문화시설,22318762,GS25,고성하이점,,90702,GS25,4.88203e+18,경상남도,고성군,하이면,덕호리,535-3,4882033021,4882033000,488203000000.0,남일로,414,128.1202502,34.9284751,라라566594,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092799,장소,문화시설,22318769,GS25,구서SK뷰점,,90702,GS25,2.64101e+18,부산광역시,금정구,구서동,,460-11,2641010700,2641068000,264104000000.0,금강로403번길,18,129.0867404,35.2443455,마라443954,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092806,장소,문화시설,22318796,GS25,뉴남포역점,,90702,GS25,2.61101e+18,부산광역시,중구,중앙동6가,,09월 01일,2611010900,2611051000,261102000000.0,중앙대로,17,129.0365772,35.0997255,마라400793,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092808,장소,문화시설,22318798,GS25,당리사동점,,90702,GS25,2.63801e+18,부산광역시,사하구,당리동,,350-32,2638010200,2638055000,263803000000.0,승학로,132,128.9817811,35.1035625,마라350797,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092814,장소,문화시설,22318807,GS25,동래아시아드점,,90702,GS25,2.62601e+18,부산광역시,동래구,온천동,,1411-18,2626010800,2626057000,262604000000.0,아시아드대로208번길,9,129.0667039,35.2025691,마라426908,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092820,장소,문화시설,22318821,GS25,밀양한신점,,90702,GS25,4.82701e+18,경상남도,밀양시,내이동,,136,4827010200,4827052000,482703000000.0,창밀로,3530,128.7336745,35.5051205,마마118239,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092833,장소,문화시설,22318837,GS25,성산신텍타워점,,90702,GS25,4.81231e+18,경상남도,창원시성산구,상남동,,Jun-74,4812312700,4812353000,481232000000.0,중앙대로,64,128.6781196,35.2204675,마라072923,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092852,장소,문화시설,22318858,GS25,양산대운로점,,90702,GS25,4.83301e+18,경상남도,양산시,삼호동,,804-7,4833011400,4833054000,483305000000.0,삼호동부2길,30,129.1731567,35.4106192,마마519140,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092863,장소,문화시설,22318870,GS25,오시리아루지점,,90702,GS25,2.67103e+18,부산광역시,기장군,기장읍,시랑리,산46,2671025033,2671025000,267103000000.0,기장해안로,205,129.2202729,35.1943523,마라566901,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092865,장소,문화시설,22318873,GS25,울산남진길점,,90702,GS25,3.11701e+18,울산광역시,동구,방어동,,517-2,3117010100,3117051000,311703000000.0,꽃바위로,264,129.4181776,35.4830182,마마740224,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092866,장소,문화시설,22318874,GS25,울산반구동천점,,90702,GS25,3.11101e+18,울산광역시,중구,반구동,,873-20,3111011800,3111052000,311103000000.0,염포로,Jan-64,129.3481781,35.5604568,마마675309,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092868,장소,문화시설,22318877,GS25,중동로데오점,,90702,GS25,2.63501e+18,부산광역시,해운대구,중동,,1787,2635010600,2635053000,263504000000.0,좌동순환로468번길,11,129.1708701,35.1630262,마라521865,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092869,장소,문화시설,22318879,GS25,진주지수점,,90702,GS25,4.81704e+18,경상남도,진주시,지수면,승산리,445-18,4817039027,4817039000,481703000000.0,지수로,472,128.2695506,35.2336866,라라700934,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092870,장소,문화시설,22318880,GS25,진주진양호점,,90702,GS25,4.81701e+18,경상남도,진주시,판문동,,307-1,4817012900,4817073000,481703000000.0,진양호로,17,128.0418775,35.1677721,라라493859,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092885,장소,문화시설,22318898,GS25,회원이편한1차점,,90702,GS25,4.81271e+18,경상남도,창원시마산회원구,회원동,,313,4812710800,4812752000,481275000000.0,회원북13길,20,128.5700436,35.221891,라라973923,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092886,장소,문화시설,22318899,GS25,회원이편한2차점,,90702,GS25,4.81271e+18,경상남도,창원시마산회원구,회원동,,314,4812710800,4812752000,481273000000.0,회원남로,65,128.5679327,35.2188972,라라971920,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092902,장소,문화시설,22320904,세븐일레븐,부산명지디엠시티점,,90701,세븐일레븐,2.64401e+18,부산광역시,강서구,명지동,,May-32,2644010400,2644053500,264403000000.0,명지국제6로,99,128.9099774,35.0926599,마라285784,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092925,장소,문화시설,22323797,이마트24,사천피닉스센트럴점,,90710,이마트24,4.82401e+18,경상남도,사천시,동금동,,Aug-83,4824010400,4824053000,482405000000.0,동금1길,09월 05일,128.078422,34.9334172,라라528599,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092956,장소,문화시설,22328411,세븐일레븐,밀양중앙로점,,90701,세븐일레븐,4.82701e+18,경상남도,밀양시,삼문동,,158-6,4827010400,4827053000,482703000000.0,삼문중앙로,33,128.7557071,35.4850946,마마139217,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092961,장소,문화시설,22329448,세븐일레븐,마산회원스마일점,,90701,세븐일레븐,4.81271e+18,경상남도,창원시마산회원구,회원동,,48-21,4812710800,4812751000,481273000000.0,회원동서로,19,128.5727524,35.2188568,라라976920,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092966,장소,문화시설,22330322,세븐일레븐,진주법원점,,90701,세븐일레븐,4.81701e+18,경상남도,진주시,신안동,,753-5,4817012500,4817071000,481705000000.0,진양호로293번길,7,128.0645108,35.1796254,라라514872,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092967,장소,문화시설,22330323,세븐일레븐,부산대저중앙로점,,90701,세븐일레븐,2.64401e+18,부산광역시,강서구,대저1동,,1115-11,2644010100,2644051000,264403000000.0,대저중앙로,46,128.9530239,35.2167739,마라322922,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092991,장소,문화시설,22333864,세븐일레븐,울산덕신원룸점,,90701,세븐일레븐,3.17103e+18,울산광역시,울주군,온산읍,덕신리,437-1,3171025032,3171025000,317104000000.0,신온5길,39,129.3090482,35.4277525,마마642161,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000092997,장소,문화시설,22334127,세븐일레븐,김해율하네오점,,90701,세븐일레븐,4.82501e+18,경상남도,김해시,율하동,,1335-2,4825013100,4825063000,482503000000.0,율하3로,41,128.8140565,35.1719551,마라196870,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000093001,장소,문화시설,22334496,이마트24,사천남일대해수욕장점,,90710,이마트24,4.82401e+18,경상남도,사천시,향촌동,,709-1,4824011600,4824057000,482405000000.0,남일대길,53,128.097666,34.9266242,라라545592,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
KCDLCPO25N000093043,장소,문화시설,22339775,이마트24,창녕봉산점,,90710,이마트24,4.87404e+18,경상남도,창녕군,계성면,봉산리,09월 24일,4874037026,4874037000,487403000000.0,영산장마로,644,128.5146575,35.4587899,라마920185,20251017,맵퍼스,KC_492_DMSTC_MCST_LVLH_CVNTL_2025,20250822
